symbol,company,weight,sector,shares_held
AMGN,Amgen Inc.,0.005149472757995393,Health Care,14675
MCD,McDonald's Corporation,0.005131016873022017,Consumer Discretionary,16304
MMM,3M Company,0.004798981459829809,Producer Durables,11487
IBM,International Business Machines Corporation,0.00478582161141401,Technology,16953
MO,Altria Group Inc.,0.004783023137551199,Consumer Staples,38120
WMT,Wal-Mart Stores Inc.,0.004749280965241179,Consumer Discretionary,28729
HON,Honeywell International Inc.,0.004153587186608666,Producer Durables,15108
CELG,Celgene Corporation,0.0041090222426213244,Health Care,15452
NVDA,NVIDIA Corporation,0.004098400078389365,Technology,11174
GILD,Gilead Sciences Inc.,0.004079432644430315,Health Care,26134
MDT,Medtronic plc,0.004078590093159791,Health Care,27262
BMY,Bristol-Myers Squibb Company,0.004077988270823702,Health Care,32501
AVGO,Broadcom Limited,0.003803477042589271,Technology,7964
PCLN,Priceline Group Inc,0.003643873759058642,Consumer Discretionary,989
UNP,Union Pacific Corporation,0.0035674523527476905,Producer Durables,16343
SLB,Schlumberger NV,0.003543369428931889,Energy,27426
ABT,Abbott Laboratories,0.0035432290037201346,Health Care,33731
TXN,Texas Instruments Incorporated,0.0034806996630005554,Technology,19573
UTX,United Technologies Corporation,0.003366594148078205,Producer Durables,14757
GS,Goldman Sachs Group Inc.,0.0033154793709997683,Financial Services,7201
ACN,Accenture Plc Class A,0.00325876764619571,Producer Durables,12193
LLY,Eli Lilly and Company,0.0032505628016803725,Health Care,19588
USB,U.S. Bancorp,0.0032282251626392262,Financial Services,31142
UPS,United Parcel Service Inc. Class B,0.0031222342188818005,Producer Durables,13600
LMT,Lockheed Martin Corporation,0.0030929254711142985,Producer Durables,5016
PYPL,PayPal Holdings Inc,0.003057799107431275,Financial Services,23128
TWX,Time Warner Inc.,0.003046635303096836,Consumer Discretionary,15641
SBUX,Starbucks Corporation,0.0030404465634073946,Consumer Discretionary,28293
NFLX,Netflix Inc.,0.003039262979479754,Consumer Discretionary,8082
QCOM,QUALCOMM Incorporated,0.002957565597355761,Technology,29064
TMO,Thermo Fisher Scientific Inc.,0.0029418981558729275,Health Care,7923
ADBE,Adobe Systems Incorporated,0.002883260599593387,Technology,9776
CVS,CVS Health Corporation,0.0028480439625599508,Consumer Staples,20105
CAT,Caterpillar Inc.,0.0027890854343678283,Producer Durables,11175
BIIB,Biogen Inc.,0.0027217415149595426,Health Care,4253
NEE,NextEra Energy Inc.,0.0026535851353975378,Utilities,9171
LOW,Lowe's Companies Inc.,0.0026533744975799065,Consumer Discretionary,16942
CHTR,Charter Communications Inc. Class A,0.0026492319538331654,Consumer Discretionary,3879
COST,Costco Wholesale Corporation,0.0026171648536919244,Consumer Discretionary,8670
CB,Chubb Limited,0.002604406220166852,Financial Services,9254
AGN,Allergan plc,0.0025782771004083495,Health Care,6580
AXP,American Express Company,0.0025748868345817186,Financial Services,14639
NKE,NIKE Inc. Class B,0.002572389271886952,Consumer Discretionary,26358
CL,Colgate-Palmolive Company,0.002513561138534316,Consumer Staples,17418
PNC,PNC Financial Services Group Inc.,0.0024678627624806744,Financial Services,9502
CRM,salesforce.com inc.,0.0024633089734709393,Technology,13262
WBA,Walgreens Boots Alliance Inc,0.0024479825646452225,Consumer Staples,18478
MS,Morgan Stanley,0.0024297272871172094,Financial Services,26044
GM,General Motors Company,0.002347107110744548,Consumer Discretionary,27232
MDLZ,Mondelez International Inc. Class A,0.0023292831392240647,Consumer Staples,29016
DUK,Duke Energy Corporation,0.00231238196195225,Utilities,13848
COP,ConocoPhillips,0.0023041570566923763,Energy,24093
AMT,American Tower Corporation,0.0022514273896787687,Financial Services,8374
BLK,BlackRock Inc.,0.002227494921446989,Financial Services,2414
AIG,American International Group Inc.,0.0021816761809261296,Financial Services,18166
AMAT,Applied Materials Inc.,0.002178025125420527,Technology,21279
BK,Bank of New York Mellon Corporation,0.0021354461951422765,Financial Services,20318
GD,General Dynamics Corporation,0.0021206614264190396,Producer Durables,5168
EOG,EOG Resources Inc.,0.00211753195027138,Energy,11411
FDX,FedEx Corporation,0.0021044122233446544,Producer Durables,4870
RTN,Raytheon Company,0.002076868821096344,Producer Durables,5726
DHR,Danaher Corporation,0.0020457846974373814,Health Care,12243
SCHW,Charles Schwab Corporation,0.0020159443399396675,Financial Services,23317
MON,Monsanto Company,0.001978581203240849,Materials & Processing,8594
AET,Aetna Inc.,0.0019624523646336817,Health Care,6616
ANTM,Anthem Inc.,0.0019566748702072334,Health Care,5371
ADP,Automatic Data Processing Inc.,0.001954337793468757,Producer Durables,8961
SPG,Simon Property Group Inc.,0.0019400545433589272,Financial Services,6141
SO,Southern Company,0.0019272858794615862,Utilities,19783
D,Dominion Energy Inc,0.001919141217179857,Utilities,12712
OXY,Occidental Petroleum Corporation,0.0018922096676399038,Energy,15346
SYK,Stryker Corporation,0.0018569328483728582,Health Care,6599
PRU,Prudential Financial Inc.,0.001818616826308567,Financial Services,8662
NOC,Northrop Grumman Corporation,0.0018127390281594375,Producer Durables,3161
MET,MetLife Inc.,0.0017951256944565852,Financial Services,17731
CI,Cigna Corporation,0.0017941126268575032,Health Care,4998
CSX,CSX Corporation,0.001788676165088172,Producer Durables,17387
KHC,Kraft Heinz Company,0.0017759777137967077,Consumer Staples,11836
ITW,Illinois Tool Works Inc.,0.0017696284881509757,Producer Durables,6015
F,Ford Motor Company,0.0017588759290795308,Consumer Discretionary,75584
TJX,TJX Companies Inc,0.0017585649875392184,Consumer Discretionary,12760
CME,CME Group Inc. Class A,0.001750620932702852,Financial Services,6621
TSLA,Tesla Inc,0.0017414230813329685,Consumer Discretionary,2550
ATVI,Activision Blizzard Inc.,0.0017408212589968802,Technology,14612
BDX,Becton Dickinson and Company,0.0016575791995435938,Health Care,4342
CTSH,Cognizant Technology Solutions Corporation Class A,0.001643887741397584,Technology,11556
MMC,Marsh & McLennan Companies Inc.,0.0016337570654067636,Financial Services,10182
MU,Micron Technology Inc.,0.0016003559257538604,Technology,20540
CCI,Crown Castle International Corp,0.0015982696083220876,Financial Services,8074
ISRG,Intuitive Surgical Inc.,0.0015807565783419165,Health Care,2271
PSX,Phillips 66,0.001578399440858904,Energy,8714
SPGI,S&P Global Inc.,0.0015674863958311685,Financial Services,5067
PX,Praxair Inc.,0.0015591712172208813,Materials & Processing,5724
KMB,Kimberly-Clark Corporation,0.0015533836924221652,Consumer Staples,6882
COF,Capital One Financial Corporation,0.0015469943452873604,Financial Services,9525
ICE,Intercontinental Exchange Inc.,0.0015467134948638527,Financial Services,11523
BSX,Boston Scientific Corporation,0.0015230618770555805,Health Care,26954
EMR,Emerson Electric Co.,0.0015199725223969938,Producer Durables,12385
EBAY,eBay Inc.,0.0015192703963382238,Consumer Discretionary,20774
DE,Deere & Company,0.0015161007987014921,Producer Durables,6145
AON,Aon plc,0.001515809917905716,Financial Services,5290
NSC,Norfolk Southern Corporation,0.0015116272526699021,Producer Durables,5889
VRTX,Vertex Pharmaceuticals Incorporated,0.0014897510107530906,Health Care,5039
NXPI,NXP Semiconductors NV,0.001486109985619756,Technology,6720
JCI,Johnson Controls International plc,0.0014639829843962413,Producer Durables,18422
HAL,Halliburton Company,0.0014333000756280038,Energy,16678
BBT,BB&T Corporation,0.0014249347451563757,Financial Services,15841
EXC,Exelon Corporation,0.0014179937275468236,Utilities,18966
STT,State Street Corporation,0.0013967995509442455,Financial Services,7376
REGN,Regeneron Pharmaceuticals Inc.,0.0013925366427302867,Health Care,1622
MAR,Marriott International Inc. Class A,0.001388253673771791,Consumer Discretionary,6317
TRV,Travelers Companies Inc.,0.0013716333469234849,Financial Services,5672
ETN,Eaton Corp. Plc,0.001370720583047084,Producer Durables,9069
HUM,Humana Inc.,0.0013563972114481813,Health Care,2926
KMI,Kinder Morgan Inc Class P,0.0013563269988423046,Energy,37416
VLO,Valero Energy Corporation,0.0013555646905499257,Energy,9062
EQIX,Equinix Inc.,0.001355293870498686,Financial Services,1519
DAL,Delta Air Lines Inc.,0.001353779284286197,Producer Durables,13276
AEP,American Electric Power Company Inc.,0.0013526558825921655,Utilities,9606
EA,Electronic Arts Inc.,0.0013334878411877518,Technology,5929
HPQ,HP Inc.,0.0013239690179052876,Technology,33802
INTU,Intuit Inc.,0.0013173690329528523,Technology,4704
ESRX,Express Scripts Holding Company,0.0013096757374231895,Health Care,11828
PLD,Prologis Inc.,0.0012925238008446717,Financial Services,10344
STZ,Constellation Brands Inc. Class A,0.0012874183413601888,Consumer Staples,3233
ECL,Ecolab Inc.,0.0012855426617460468,Materials & Processing,5e3
LYB,LyondellBasell Industries NV,0.001272794058593242,Materials & Processing,6797
ALL,Allstate Corporation,0.0012714600190815797,Financial Services,7156
WM,Waste Management Inc.,0.0012661238610349296,Producer Durables,8573
AFL,Aflac Incorporated,0.0012627335952082985,Financial Services,7835
MCK,McKesson Corporation,0.0012612992519739547,Health Care,4360
TGT,Target Corporation,0.001253305045276248,Consumer Discretionary,10845
ADI,Analog Devices Inc.,0.0012530643163418125,Technology,7347
APD,Air Products and Chemicals Inc.,0.0012503761765739513,Materials & Processing,4247
PCG,PG&E Corporation,0.0012491825622740426,Utilities,10087
LUV,Southwest Airlines Co.,0.0012421913928031497,Producer Durables,11001
SHW,Sherwin-Williams Company,0.0012077972462957007,Materials & Processing,1640
ZTS,Zoetis Inc. Class A,0.0012001641329996468,Health Care,9630
BAX,Baxter International Inc.,0.0011990206705610792,Health Care,9987
ALXN,Alexion Pharmaceuticals Inc.,0.0011885389315408738,Health Care,4376
PSA,Public Storage,0.0011872249527737474,Financial Services,2852
LRCX,Lam Research Corporation,0.0011517475260613395,Technology,3208
PPG,PPG Industries Inc.,0.001151566979360513,Materials & Processing,5289
FIS,Fidelity National Information Services Inc.,0.0011485879587968756,Financial Services,6323
ILMN,Illumina Inc.,0.0011422989153847525,Health Care,2857
STI,SunTrust Banks Inc.,0.001136280692023869,Financial Services,9918
GIS,General Mills Inc.,0.0011325393631678531,Consumer Staples,11505
YUM,Yum! Brands Inc.,0.0011016357862097166,Consumer Discretionary,7509
MPC,Marathon Petroleum Corporation,0.0010919564769709623,Energy,10057
FISV,Fiserv Inc.,0.0010904519211307417,Financial Services,4466
SRE,Sempra Energy,0.0010811637964104448,Utilities,4856
FOXA,Twenty-First Century Fox Inc. Class A,0.001080020333971877,Consumer Discretionary,21519
GLW,Corning Inc,0.0010750853908159524,Technology,18702
APC,Anadarko Petroleum Corporation,0.0010643328317445073,Energy,11614
CCL.U,Carnival Corporation,0.0010448237576829768,Consumer Discretionary,8139
PGR,Progressive Corporation,0.0010401796953228284,Financial Services,11113
CMI,Cummins Inc.,0.0010195873410563387,Producer Durables,3089
WY,Weyerhaeuser Company,0.0010170496568724997,Financial Services,15314
SYY,Sysco Corporation,0.0010104998237814048,Consumer Staples,9696
DLPH,Delphi Automotive PLC,0.0010063673104069315,Consumer Discretionary,5343
APH,Amphenol Corporation Class A,9.95444235006928e-4,Technology,5907
MCO,Moody's Corporation,9.884931870251077e-4,Financial Services,3577
EIX,Edison International,9.86206262147972e-4,Utilities,6448
DXC,DXC Technology Co.,9.751628222807508e-4,Technology,5569
PPL,PPL Corporation,9.734877501119715e-4,Utilities,13214
SYF,Synchrony Financial,9.708597925777191e-4,Financial Services,16503
DLR,Digital Realty Trust Inc.,9.648816907059083e-4,Financial Services,4094
ROP,Roper Technologies Inc.,9.611002403608198e-4,Producer Durables,1986
HPE,Hewlett Packard Enterprise Co.,9.605184787692677e-4,Technology,33802
ED,Consolidated Edison Inc.,9.542494961016807e-4,Utilities,5950
PH,Parker-Hannifin Corporation,9.473686607257374e-4,Producer Durables,2740
ADSK,Autodesk Inc.,9.469774762072799e-4,Technology,4145
WMB,Williams Companies Inc.,9.417115307665068e-4,Energy,16257
WDC,Western Digital Corporation,9.400464889699957e-4,Technology,5709
IR,Ingersoll-Rand Plc,9.37609108508838e-4,Materials & Processing,5344
AVB,AvalonBay Communities Inc.,9.353221836317022e-4,Financial Services,2692
MNST,Monster Beverage Corporation,9.349811509745856e-4,Consumer Staples,8702
HCN,Welltower Inc.,9.34429480499838e-4,Financial Services,7156
PCAR,PACCAR Inc,9.294945373439135e-4,Producer Durables,6638
ROST,Ross Stores Inc.,9.287322290515348e-4,Consumer Discretionary,7644
EQR,Equity Residential,9.242285919031405e-4,Financial Services,7160
PEG,Public Service Enterprise Group Inc,9.23396071004885e-4,Utilities,9811
ZBH,Zimmer Biomet Holdings Inc.,9.218112721865189e-4,Health Care,3980
XEL,Xcel Energy Inc.,9.170067238700804e-4,Utilities,9795
SWK,Stanley Black & Decker Inc.,9.168662986583264e-4,Producer Durables,3017
MTB,M&T Bank Corporation,9.128942712401432e-4,Financial Services,2920
DFS,Discover Financial Services,9.126234511889035e-4,Financial Services,7449
AMP,Ameriprise Financial Inc.,9.113796850276542e-4,Financial Services,3111
ADM,Archer-Daniels-Midland Company,9.113696546553861e-4,Consumer Staples,10927
PXD,Pioneer Natural Resources Company,9.088921527051557e-4,Energy,3237
ROK,Rockwell Automation Inc.,9.033152657240704e-4,Producer Durables,2550
EL,Estee Lauder Companies Inc. Class A,8.974374675749408e-4,Consumer Discretionary,4269
TROW,T. Rowe Price Group,8.963040355086412e-4,Financial Services,4942
IP,International Paper Company,8.954313931213132e-4,Materials & Processing,8149
BCR,C. R. Bard Inc.,8.91098272301477e-4,Health Care,1440
AAL,American Airlines Group Inc.,8.894833823663065e-4,Producer Durables,8799
EW,Edwards Lifesciences Corporation,8.770256600092778e-4,Health Care,4145
DG,Dollar General Corporation,8.689311495888896e-4,Consumer Discretionary,5507
FITB,Fifth Third Bancorp,8.686101776763091e-4,Financial Services,16071
HCA,HCA Healthcare Inc,8.571554925460944e-4,Health Care,6015
LVS,Las Vegas Sands Corp.,8.545676565009144e-4,Consumer Discretionary,7216
VTR,Ventas Inc.,8.524010960909964e-4,Financial Services,7038
COL,Rockwell Collins Inc.,8.40474983464179e-4,Producer Durables,3244
A,Agilent Technologies Inc.,8.359011337099075e-4,Health Care,6446
SWKS,Skyworks Solutions Inc.,8.278868662676645e-4,Technology,4105
RHT,Red Hat Inc.,8.26913920157655e-4,Technology,3562
FTV,Fortive Corp.,8.24025172944431e-4,Producer Durables,5888
NWL,Newell Brands Inc,8.210561827530617e-4,Consumer Discretionary,9996
MCHP,Microchip Technology Incorporated,8.195917484019135e-4,Technology,4651
RCL,Royal Caribbean Cruises Ltd.,8.114470861201844e-4,Consumer Discretionary,3381
VFC,V.F. Corporation,8.094109205497523e-4,Consumer Discretionary,6542
OKE,ONEOK Inc.,8.048370707954809e-4,Energy,7431
CAH,Cardinal Health Inc.,7.991498497194459e-4,Health Care,6275
NTRS,Northern Trust Corporation,7.952580652794079e-4,Financial Services,4437
FCX,Freeport-McMoRan Inc.,7.9438542289208e-4,Materials & Processing,28514
DLTR,Dollar Tree Inc.,7.933021426871208e-4,Consumer Discretionary,4522
SYMC,Symantec Corporation,7.882668958085151e-4,Technology,12870
PAYX,Paychex Inc.,7.851675107776601e-4,Producer Durables,6348
NEM,Newmont Mining Corporation,7.784471613580069e-4,Materials & Processing,10561
NOW,ServiceNow Inc.,7.784271006134705e-4,Technology,3324
WEC,WEC Energy Group Inc,7.753878978162245e-4,Utilities,6159
KR,Kroger Co.,0.00077184717640557145,Consumer Staples,19143
TSN,Tyson Foods Inc. Class A,7.71034716251852e-4,Consumer Staples,5672
HIG,Hartford Financial Services Group Inc.,7.67493994841199e-4,Financial Services,7156
CBS,CBS Corporation Class B,7.625389909407382e-4,Consumer Discretionary,7028
MYL,Mylan N.V.,7.624788087071294e-4,Health Care,10517
CERN,Cerner Corporation,7.594797273989558e-4,Health Care,5513
WLTW,Willis Towers Watson Public Limited Company,7.550763939732427e-4,Financial Services,2514
CXO,Concho Resources Inc.,7.509037591096969e-4,Energy,2897
DTE,DTE Energy Company,7.451964772891258e-4,Utilities,3507
RF,Regions Financial Corporation,7.433910102808607e-4,Financial Services,25968
KEY,KeyCorp,7.358983221965609e-4,Financial Services,21013
CFG,Citizens Financial Group Inc.,7.350958924151098e-4,Financial Services,10303
NUE,Nucor Corporation,7.247646089789265e-4,Materials & Processing,6574
ES,Eversource Energy,7.218056491598253e-4,Utilities,6096
BXP,Boston Properties Inc.,7.213141609186866e-4,Financial Services,2935
INCY,Incyte Corporation,7.211837660792009e-4,Health Care,3332
LNC,Lincoln National Corporation,7.129588608193268e-4,Financial Services,4961
BMRN,BioMarin Pharmaceutical Inc.,7.101503565842478e-4,Health Care,3888
OMC,Omnicom Group Inc,7.08435162926396e-4,Consumer Discretionary,4962
UAL,United Continental Holdings Inc.,7.021862410033454e-4,Producer Durables,5488
ORLY,O'Reilly Automotive Inc.,6.971509941247395e-4,Consumer Discretionary,1754
DVN,Devon Energy Corporation,6.898689438580706e-4,Energy,10090
SBAC,SBA Communications Corp. Class A,6.885750258354806e-4,Financial Services,2356
AZO,AutoZone Inc.,6.816640993427328e-4,Consumer Discretionary,602
XLNX,Xilinx Inc.,6.744221705651364e-4,Technology,4847
PFG,Principal Financial Group Inc.,6.742917757256504e-4,Financial Services,5216
EXPE,Expedia Inc.,6.605902872073725e-4,Consumer Discretionary,2325
ESS,Essex Property Trust Inc.,6.602291938057195e-4,Financial Services,1317
DVMT,Dell Technologies Inc Class V,6.508507957350095e-4,Technology,4222
BEN,Franklin Resources Inc.,6.489049035149905e-4,Financial Services,7544
TMUS,T-Mobile US Inc.,6.479419877772492e-4,Utilities,5507
INFO,IHS Markit Ltd.,6.476310462369368e-4,Technology,7666
DPS,Dr Pepper Snapple Group Inc.,6.372997628007535e-4,Consumer Staples,3727
IDXX,IDEXX Laboratories Inc.,6.255140753856901e-4,Health Care,2014
GPN,Global Payments Inc.,6.25363619801668e-4,Financial Services,3288
YUMC,Yum China Holdings Inc.,6.190846067618129e-4,Consumer Discretionary,7509
LVLT,Level 3 Communications Inc.,6.183222984694343e-4,Utilities,5813
ANDV,Andeavor,6.178508709728318e-4,Energy,3045
O,Realty Income Corporation,6.167174389065321e-4,Financial Services,5660
KLAC,KLA-Tencor Corporation,6.164466188552924e-4,Technology,3063
RSG,Republic Services Inc.,6.117223135169989e-4,Producer Durables,5004
KMX,CarMax Inc.,6.095758138516171e-4,Consumer Discretionary,4194
MSI,Motorola Solutions Inc.,6.075998305147937e-4,Technology,3524
AWK,American Water Works Company Inc.,6.070080385509735e-4,Utilities,3715
CLX,Clorox Company,6.066770362661249e-4,Consumer Staples,2417
LLL,L3 Technologies Inc.,6.036278030966106e-4,Producer Durables,1665
MTD,Mettler-Toledo International Inc.,6.032566793226895e-4,Producer Durables,476
CE,Celanese Corporation Class A,5.973889115458281e-4,Materials & Processing,2907
ALB,Albemarle Corporation,5.973588204290236e-4,Materials & Processing,2266
CNC,Centene Corporation,5.919424194042285e-4,Health Care,3291
HRS,Harris Corporation,5.915111133966986e-4,Technology,2255
WRK,WestRock Co.,5.895451604321434e-4,Materials & Processing,5230
BBY,Best Buy Co. Inc.,5.89374644103585e-4,Consumer Discretionary,5568
FLT,FleetCor Technologies Inc.,5.849612803056038e-4,Financial Services,1900
ETR,Entergy Corporation,5.844096098308561e-4,Utilities,3721
HSY,Hershey Company,5.83175874041875e-4,Consumer Staples,2762
AME,AMETEK Inc.,5.825439605889822e-4,Producer Durables,4521
DOV,Dover Corporation,5.810394047487614e-4,Producer Durables,3217
APA,Apache Corporation,5.772278632868686e-4,Energy,7260
MGM,MGM Resorts International,5.760743704760325e-4,Consumer Discretionary,9978
LH,Laboratory Corporation of America Holdings,5.758436719138654e-4,Health Care,1996
VMC,Vulcan Materials Company,5.719518874738274e-4,Materials & Processing,2529
WAT,Waters Corporation,5.71851583751146e-4,Producer Durables,1603
IVZ,Invesco Ltd.,5.708686072688683e-4,Financial Services,8193
FRC,First Republic Bank,5.688825935597768e-4,Financial Services,2900
MHK,Mohawk Industries Inc.,5.687120772312185e-4,Consumer Discretionary,1147
K,Kellogg Company,5.674382199531647e-4,Consumer Staples,4737
L,Loews Corporation,5.616506951544486e-4,Financial Services,5987
CTAS,Cintas Corporation,5.611491765410416e-4,Producer Durables,1929
ALGN,Align Technology Inc.,5.555321680708837e-4,Health Care,1504
FE,FirstEnergy Corp.,5.466552886135806e-4,Utilities,8774
BLL,Ball Corporation,5.445589408095394e-4,Materials & Processing,6713
WDAY,Workday Inc. Class A,5.444185155977856e-4,Technology,2610
BHGE,Baker Hughes a GE Company Class A,5.441978474078864e-4,Energy,8356
HBAN,Huntington Bancshares Incorporated,5.440774829406688e-4,Financial Services,20549
CAG,Conagra Brands Inc.,5.439270273566467e-4,Consumer Staples,8190
TAP,Molson Coors Brewing Company Class B,5.394635116973248e-4,Consumer Staples,3331
GPC,Genuine Parts Company,5.354112413009967e-4,Consumer Discretionary,2909
MKL,Markel Corporation,5.340471106725297e-4,Financial Services,260
ABC,AmerisourceBergen Corporation,5.327431622776717e-4,Health Care,3434
NLSN,Nielsen Holdings Plc,5.277380065158702e-4,Consumer Discretionary,6894
DHI,D.R. Horton Inc.,5.275373990705074e-4,Consumer Discretionary,6656
VNO,Vornado Realty Trust,5.272264575301952e-4,Financial Services,3451
NOV,National Oilwell Varco Inc.,5.270860323184412e-4,Energy,7985
NLY,Annaly Capital Management Inc.,5.266146048218387e-4,Financial Services,22537
LEA,Lear Corporation,5.247088340908922e-4,Consumer Discretionary,1586
TXT,Textron Inc.,5.214890845928196e-4,Producer Durables,5072
MSCI,MSCI Inc. Class A,5.212383252861161e-4,Financial Services,2212
HLT,Hilton Worldwide Holdings Inc,5.199845287525987e-4,Consumer Discretionary,3848
AEE,Ameren Corporation,5.183295173283558e-4,Utilities,4474
DGX,Quest Diagnostics Incorporated,5.131036933766552e-4,Health Care,2920
EFX,Equifax Inc.,5.120505042885007e-4,Financial Services,2451
TDG,TransDigm Group Incorporated,5.115389553028256e-4,Producer Durables,1001
TFX,Teleflex Incorporated,5.110976189230275e-4,Health Care,1109
VRSK,Verisk Analytics Inc,5.108067381272514e-4,Producer Durables,3174
HST,Host Hotels & Resorts Inc.,5.105660091928162e-4,Financial Services,13707
WHR,Whirlpool Corporation,5.080082642644406e-4,Consumer Discretionary,1494
CMS,CMS Energy Corporation,5.076872923518602e-4,Utilities,5541
MXIM,Maxim Integrated Products Inc.,5.025015898892322e-4,Technology,5326
CMA,Comerica Incorporated,5.018596460640714e-4,Financial Services,3447
GGP,GGP Inc.,5.006259102750902e-4,Financial Services,12150
PNR,Pentair plc,4.969046421636106e-4,Producer Durables,3703
XRAY,DENTSPLY SIRONA Inc.,4.954702989292668e-4,Health Care,4418
HSIC,Henry Schein Inc.,4.95269691483904e-4,Health Care,3204
NBL,Noble Energy Inc.,4.947380817536926e-4,Energy,9442
MAS,Masco Corporation,4.94045986067191e-4,Materials & Processing,6591
UNM,Unum Group,4.899134726927177e-4,Financial Services,4906
CNP,CenterPoint Energy Inc.,4.886295850423959e-4,Utilities,8563
URI,United Rentals Inc.,4.866435713333043e-4,Producer Durables,1760
EMN,Eastman Chemical Company,4.841861301276103e-4,Materials & Processing,2854
PANW,Palo Alto Networks Inc.,4.798730700523105e-4,Technology,1686
PRGO,Perrigo Co. Plc,4.7832839272301706e-4,Health Care,2842
FAST,Fastenal Company,4.757806781669097e-4,Materials & Processing,5394
MLM,Martin Marietta Materials Inc.,4.741858489762756e-4,Materials & Processing,1199
XL,XL Group Ltd,4.6851868864477707e-4,Financial Services,6e3
SJM,J. M. Smucker Company,4.6834817231621864e-4,Consumer Staples,2301
TSS,Total System Services Inc.,0.00046623176376764136,Financial Services,3581
CHD,Church & Dwight Co. Inc.,4.6516854430721856e-4,Consumer Staples,5077
CBOE,CBOE Holdings Inc.,4.643059322921586e-4,Financial Services,2198
MKC,McCormick & Company Incorporated,4.623700704444078e-4,Consumer Staples,2432
AMTD,TD Ameritrade Holding Corporation,4.580670407413761e-4,Financial Services,4960
ACGL,Arch Capital Group Ltd.,4.573348235658019e-4,Financial Services,2417
COO,Cooper Companies Inc.,4.572445502153887e-4,Health Care,1002
CTXS,Citrix Systems Inc.,4.5658254564569147e-4,Technology,2925
SNPS,Synopsys Inc.,4.5605093591548015e-4,Technology,2803
FMC,FMC Corporation,4.533828568921551e-4,Materials & Processing,2541
IT,Gartner Inc.,4.494007991017039e-4,Technology,1894
Q,Quintiles IMS Holdings Inc.,4.4911994867819605e-4,Health Care,2376
HES,Hess Corporation,4.488491286269562e-4,Energy,5289
ETFC,E*TRADE Financial Corporation,4.4525825535496246e-4,Financial Services,5273
EXPD,Expeditors International of Washington Inc.,4.450375871650634e-4,Producer Durables,3835
NTAP,NetApp Inc.,4.440144891937132e-4,Technology,5326
MAA,Mid-America Apartment Communities Inc.,4.429211786164861e-4,Financial Services,2123
AMD,Advanced Micro Devices Inc.,4.4274063191565956e-4,Technology,16239
COG,Cabot Oil & Gas Corporation,4.416974731997731e-4,Energy,8848
HCP,HCP Inc.,4.395610039066595e-4,Financial Services,8662
FOX,Twenty-First Century Fox Inc. Class B,4.387585741252083e-4,Consumer Discretionary,8965
ANSS,ANSYS Inc.,4.367324389270443e-4,Technology,1760
CTL,CenturyLink Inc.,4.3644155813126823e-4,Utilities,11170
CBG,CBRE Group Inc. Class A,4.34335179954959e-4,Financial Services,5759
TWTR,Twitter Inc.,4.342348762322776e-4,Technology,12258
WYN,Wyndham Worldwide Corporation,4.3419475474320505e-4,Consumer Discretionary,2062
VNTV,Vantiv Inc. Class A,4.3405432953145113e-4,Financial Services,3213
